270	4742	 Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados 	 0.550	1
271	4751	 Comercio al por menor de productos textiles en establecimientos especializados 	 0.550	1
272	4752	 Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados 	 0.550	1
273	4753	 Comercio al por menor de tapices, alfombras y recubrimientos para paredes y pisos en establecimientos especializados 	 0.550	1
274	4754	 Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados. 	 0.550	1
275	4755	 Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados. 	 0.550	1
276	4759	 Comercio al por menor de otros artículos domésticos en establecimientos especializados 	 0.550	1
277	4761	 Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados 	 0.550	1
278	4762	 Comercio al por menor de artículos deportivos, en establecimientos especializados 	 0.550	1
279	4769	 Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados 	 0.550	1
280	4771	 Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados 	 0.550	1
281	4772	 Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados. 	 0.550	1
282	4773	 Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados 	 0.550	1
283	4774	 Comercio al por menor de otros productos nuevos, en establecimientos especializados 	 0.550	1
284	4775	 Comercio al por menor de artículos de segunda mano 	 0.550	1
285	4781	 Comercio al por menor de alimentos, bebidas y tabaco en puestos de venta móviles 	 0.550	1
286	4782	 Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles 	 0.550	1
287	4789	 Comercio al por menor de otros productos, en puestos de venta móviles 	 0.550	1
288	4791	 Comercio al por menor realizado a través de internet 	 0.550	1
289	4792	 Comercio al por menor realizado a través de casas de venta o por correo 	 0.550	1
290	4799	 Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados 	 0.550	1
291	4911	 Transporte férreo de pasajeros 	 1.100	1
292	4912	 Transporte férreo de carga 	 1.100	1
293	4921	 Transporte de pasajeros 	 1.100	1
294	4922	 Transporte mixto 	 1.100	1
295	4923	 Transporte de carga por carretera 	 1.100	1
296	4930	 Transporte por tuberías 	 1.100	1
297	5011	 Transporte de pasajeros marítimo y de cabotaje 	 1.100	1
298	5012	 Transporte de carga marítimo y de cabotaje 	 1.100	1
299	5021	 Transporte fluvial de pasajeros 	 1.100	1
300	5022	 Transporte fluvial de carga 	 1.100	1
301	5111	 Transporte aéreo nacional de pasajeros 	 1.100	1
302	5112	 Transporte aéreo internacional de pasajeros 	 1.100	1
303	5121	 Transporte aéreo nacional de carga 	 1.100	1
304	5122	 Transporte aéreo internacional de carga 	 1.100	1
305	5210	 Almacenamiento y depósito 	 1.100	1
306	5221	 Actividades de estaciones, vías y servicios complementarios para el transporte terrestre 	 1.100	1
307	5222	 Actividades de puertos y servicios complementarios para el transporte acuático 	 1.100	1
308	5223	 Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo 	 1.100	1
309	5224	 Manipulación de carga 	 1.100	1
310	5229	 Otras actividades complementarias al transporte 	 1.100	1
311	5310	 Actividades postales nacionales 	 1.100	1
312	5320	 Actividades de mensajería 	 1.100	1
313	5511	 Alojamiento en hoteles 	 1.100	1
314	5512	 Alojamiento en aparta	hoteles	1
315	5513	 Alojamiento en centros vacacionales 	 1.100	1
316	5514	 Alojamiento rural 	 1.100	1
317	5519	 Otros tipos de alojamiento para visitantes 	 1.100	1
318	5520	 Actividades de zonas de camping y parques para vehículos recreacionales 	 1.100	1
319	5530	 Servicio de estancia por horas 	 1.100	1
320	5590	 Otros tipos de alojamiento n.c.p. 	 1.100	1
321	5611	 Expendio a la mesa de comidas preparadas 	 1.100	1
322	5612	 Expendio por autoservicio de comidas preparadas 	 1.100	1
323	5613	 Expendio de comidas preparadas en cafeterías 	 1.100	1
324	5619	 Otros tipos de expendio de comidas preparadas n.c.p. 	 1.100	1
325	5621	 Catering para eventos 	 1.100	1
326	5629	 Actividades de otros servicios de comidas 	 1.100	1
327	5630	 Expendio de bebidas alcohólicas para el consumo dentro del establecimiento 	 1.100	1
328	5811	 Edición de libros 	 1.100	1
329	5812	 Edición de directorios y listas de correo 	 1.100	1
330	5813	 Edición de periódicos, revistas y otras publicaciones periódicas 	 1.100	1
331	5819	 Otros trabajos de edición 	 1.100	1
332	5820	 Edición de programas de informática (software) 	 1.100	1
